scolname,location_country,location_state,location_city,scale_students,scale_faculty
5855school,Dominican Republic,human,adult,7000,2977
5856school,Cuba,likely,large,7461,1606
5857school,China,start,test,7431,3394
5858school,Angola,art,kind,9703,2693
5859school,Denmark,bad,yard,6406,2555
5860school,Antigua,six,people,1371,2576
5861school,Ireland,sense,condition,7832,2195
5862school,East Timor,ball,area,2832,1695
5863school,Dominica,suddenly,program,6286,2879
5864school,Ireland,wind,oil,4723,796
5865school,United States,TV,peace,6842,812
5866school,Comoros,wrong,best,1122,2433
5867school,Cuba,several,office,5211,3594
5868school,Dominican Republic,consider,Mr,1862,565
5869school,Ireland,site,answer,1052,1619
5870school,China,speak,lead,1581,1673
5871school,Argentina,quite,especially,2967,4226
5872school,Comoros,company,fall,6282,1862
5873school,Czech,example,already,2487,542
5874school,Angola,theory,on,4029,4741
5875school,Comoros,peace,degree,711,4435
5876school,Dominican Republic,recent,authority,1725,4211
5877school,Japan,quickly,tree,5078,4951
5878school,Denmark,right,hope,3052,1303
5879school,Czech,discuss,and,3364,3777
5880school,Djibouti,available,result,4903,4223
5881school,Cuba,fear,four,6341,2622
5882school,Algeria,ball,force,6022,934
5883school,Czech,rule,mission,6317,3161
5884school,Cyprus,animal,deep,7385,3088
5885school,Dominican Republic,Mr,expert,5068,2334
5886school,Congo,lead,possible,6587,119
5887school,Ireland,certain,very,4825,925
5888school,United Kingdom,around,design,1496,4022
5889school,Costa Rica,wall,must,1655,4669
5890school,East Timor,security,could,8488,2959
5891school,Ecuador,factor,happen,4905,2137
5892school,Djibouti,available,well,8241,4417
5893school,Antigua,significant,issue,3803,3634
5894school,Gabon,role,couple,4316,3936
5895school,Andorra,pattern,source,6759,651
5896school,Colombia,religious,summer,6124,2477
5897school,Antigua,modern,particularly,4988,3924
5898school,Comoros,indeed,financial,7518,3713
5899school,Cuba,tell,where,2316,1671
5900school,Ireland,chance,research,9013,4310
5901school,Colombia,central,decade,2411,3469
5902school,Albania,could,good,4936,1972
5903school,Cuba,key,bill,6067,2701
5904school,Gabon,citizen,rule,9234,976
5905school,Congo,improve,girl,4566,2348
5906school,Argentina,determine,me,8522,1894
5907school,Korea South,good,agent,8080,2902
5908school,France,sort,glass,7450,1288
5909school,Gambia,class,role,5686,2646
5910school,Algeria,recent,resource,9342,3789
5911school,Comoros,second,final,6204,4805
5912school,Gambia,too,glass,6038,4756
5913school,Angola,civil,rest,8003,2697
5914school,Japan,car,account,6969,3103
5915school,Afghanistan,environmental,hotel,9492,919
5916school,Ireland,seven,street,5938,1157
5917school,Dominica,sometimes,total,4527,1577
5918school,Italy,mention,parent,3819,1853
5919school,Cuba,day,power,6714,3537
5920school,United States,everybody,watch,624,760
5921school,United Kingdom,candidate,avoid,4439,650
5922school,Gabon,black,key,1683,1910
5923school,Georgia,to,mean,7253,1259
5924school,Argentina,purpose,pick,2910,240
5925school,Republic,pay,discuss,8082,1701
5926school,Antigua,phone,organization,4546,4140
5927school,United States,which,nor,5938,4599
5928school,Cyprus,half,site,667,4969
5929school,Italy,theory,next,4280,4207
5930school,Albania,including,itself,1544,3377
5931school,Colombia,they,hospital,420,1644
5932school,Georgia,commercial,laugh,5116,3978
5933school,Denmark,fire,form,458,2483
5934school,Djibouti,doctor,owner,5468,4634
5935school,Ecuador,college,military,7969,4048
5936school,Gambia,someone,that,5090,2903
5937school,Gambia,in,prevent,9374,3404
5938school,United States,partner,ability,2642,950
5939school,Korea South,also,huge,5598,877
5940school,Djibouti,culture,accept,9412,2598
5941school,Algeria,two,data,344,2006
5942school,Costa Rica,kid,realize,9789,1218
5943school,Ireland,scientist,whatever,6858,4633
5944school,East Timor,from,debate,8439,2046
5945school,Gambia,card,around,7621,2874
5946school,Colombia,charge,hot,5045,3146
5947school,Albania,positive,remember,1353,2509
5948school,Colombia,of,ok,2324,2042
5949school,Dominica,you,own,3477,2097
5950school,Antigua,beat,case,2181,3227
5951school,Dominican Republic,know,second,6789,977
5952school,France,what,people,8494,328
5953school,Ireland,hair,why,5548,2521
5954school,Korea South,almost,concern,3103,4952
5955school,Ecuador,treatment,table,5167,4086
5956school,Croatia,region,leader,7755,1061
5957school,Antigua,specific,risk,6979,1231
5958school,Angola,hair,message,5795,319
5959school,Dominican Republic,cup,enough,5763,132
5960school,Argentina,prove,weight,1002,3241
5961school,Dominica,moment,term,282,3012
5962school,Dominican Republic,guess,different,4849,2507
5963school,Italy,stuff,either,3881,376
5964school,Afghanistan,parent,chance,1688,2620
5965school,Georgia,church,decide,6435,496
5966school,Dominican Republic,moment,follow,2745,1749
5967school,Dominican Republic,leave,nothing,7742,2701
5968school,Egypt,benefit,although,5759,1130
5969school,Gambia,culture,yeah,1601,1614
5970school,Congo,market,owner,3243,2986
5971school,Republic,yes,central,6177,3153
5972school,Cuba,system,crime,6737,893
5973school,Costa Rica,prepare,field,2983,2827
5974school,Croatia,able,oil,6939,493
5975school,China,door,voice,9361,4332
5976school,Antigua,wonder,institution,9808,4065
5977school,Dominica,move,short,5041,4503
5978school,Andorra,him,rest,1864,4484
5979school,Antigua,call,partner,6534,4245
5980school,Colombia,chance,year,3967,3489
5981school,Albania,create,project,9488,4161
5982school,Angola,nearly,person,2081,16
5983school,Croatia,here,employee,5553,4054
5984school,Gabon,still,we,5330,959
5985school,United States,sign,some,6929,3616
5986school,Italy,imagine,open,3483,2166
5987school,Dominica,cell,ok,2294,4097
5988school,China,local,first,2456,3318
5989school,Angola,already,serious,4178,2144
5990school,Djibouti,yes,after,5008,239
5991school,Djibouti,base,culture,6257,96
5992school,Gabon,seem,citizen,2566,4960
5993school,Argentina,growth,number,7873,4518
5994school,Antigua,contain,phone,3628,3308
5995school,United Kingdom,nearly,stop,6898,2007
5996school,Costa Rica,structure,then,1727,3404
5997school,Dominica,public,reach,4637,4030
5998school,East Timor,language,interview,9345,2950
5999school,Korea South,TV,safe,4327,2567
6000school,Afghanistan,almost,left,1858,1391
6001school,Georgia,Mrs,successful,2538,1100
6002school,Ecuador,west,much,6643,2723
6003school,Republic,process,rule,3875,3464
6004school,Germany,relationship,according,9953,3793
6005school,Czech,from,not,9879,1828
6006school,Andorra,imagine,already,7685,2642
6007school,Korea South,positive,painting,25,4979
6008school,Argentina,fine,run,6227,2381
6009school,United Kingdom,seven,during,2470,2161
6010school,Ecuador,executive,easy,5499,1443
6011school,Andorra,only,customer,7198,102
6012school,Afghanistan,deep,exist,377,2160
6013school,Republic,federal,risk,1830,3730
6014school,Djibouti,yard,star,8197,1695
6015school,Denmark,board,reveal,192,2704
6016school,Ireland,white,represent,5814,1970
6017school,Egypt,help,we,139,2850
6018school,United Kingdom,important,fine,1917,78
6019school,Djibouti,eat,reduce,7338,3083
6020school,Andorra,miss,bank,5139,4958
6021school,Cuba,throughout,mother,1906,1856
6022school,Croatia,fund,future,1670,455
6023school,Gambia,shake,country,5127,2378
6024school,United States,top,down,7630,4202
6025school,Croatia,listen,win,5010,2402
6026school,Korea South,example,fall,822,481
6027school,Congo,level,decision,3982,4889
6028school,Dominica,girl,year,7199,1183
6029school,Japan,nor,fire,2429,1982
6030school,Gabon,mind,again,8919,3784
6031school,Egypt,cup,of,454,3928
6032school,Croatia,operation,suggest,2235,2332
6033school,Japan,certainly,concern,7882,483
6034school,Egypt,main,amount,6825,4876
6035school,Cuba,loss,various,3505,36
6036school,Gabon,week,sometimes,3800,1772
6037school,United Kingdom,song,since,3407,3717
6038school,Afghanistan,seven,son,6996,2315
6039school,Algeria,however,writer,9301,827
6040school,Argentina,effort,use,5514,4428
6041school,Italy,nothing,property,6493,930
6042school,Italy,trial,enter,6737,1174
6043school,Djibouti,go,poor,365,3253
6044school,Korea South,TV,Mr,7532,2817
6045school,Comoros,young,north,7710,2594
6046school,Albania,station,every,5239,2948
6047school,Ireland,behind,leg,6852,480
6048school,Djibouti,series,join,4825,1987
6049school,Dominican Republic,value,receive,8776,2432
6050school,Croatia,sell,attack,6505,304
6051school,Ecuador,control,business,7793,129
6052school,Egypt,room,push,4690,2725
6053school,Albania,citizen,everybody,7343,4764
6054school,Egypt,begin,example,6219,844
6055school,Ireland,case,care,283,4548
6056school,Congo,affect,trade,4612,1303
6057school,East Timor,the,energy,542,4197
6058school,Andorra,central,listen,9136,1078
6059school,United Kingdom,sell,eye,4479,174
6060school,Argentina,natural,top,7485,990
6061school,Dominica,no,this,15,4683
6062school,Andorra,hair,situation,5066,4770
6063school,Czech,appear,top,835,206
6064school,Georgia,where,thousand,4170,1400
6065school,Angola,including,board,9737,4866
6066school,East Timor,north,who,2163,3758
6067school,Croatia,good,good,3042,4541
6068school,Cyprus,again,explain,8356,4640
6069school,Cuba,management,develop,2685,4790
6070school,Albania,finish,talk,7973,3681
6071school,Japan,military,if,6142,4227
6072school,Germany,project,talk,339,2050
6073school,Denmark,technology,be,541,566
6074school,Ireland,evening,century,8221,2813
6075school,Germany,quickly,door,1566,2933
6076school,Congo,he,alone,4667,2267
6077school,Colombia,meet,loss,7262,372
6078school,Antigua,red,though,5275,504
6079school,Croatia,such,its,880,1739
6080school,Denmark,wind,perhaps,7915,4481
6081school,Georgia,everyone,only,3298,3014
6082school,Croatia,up,type,8059,918
6083school,Congo,exist,debate,5082,2900
6084school,Korea South,well,peace,121,3208
6085school,United States,rest,tough,9778,707
6086school,East Timor,radio,fine,7619,4472
6087school,China,building,really,9824,1767
6088school,East Timor,nearly,difficult,4969,688
6089school,Croatia,a,class,4496,3251
6090school,Dominican Republic,improve,its,7946,3589
6091school,Egypt,eight,my,1149,2464
6092school,Czech,left,any,7734,1536
6093school,Costa Rica,strategy,want,7576,2328
6094school,Dominica,thus,health,951,164
6095school,France,hundred,former,5179,4296
6096school,China,like,weight,7069,1498
6097school,Dominican Republic,design,list,518,3578
6098school,Congo,realize,item,2763,3836
6099school,Angola,fear,teach,8501,1097
6100school,Albania,force,sure,5569,467
6101school,Cyprus,article,soon,4628,4737
6102school,Andorra,adult,piece,7245,1441
6103school,Congo,ask,better,866,2325
6104school,Argentina,us,shake,3439,1640
6105school,Albania,choice,smile,9612,1447
6106school,Angola,before,enough,7315,4691
6107school,France,box,office,6294,4182
6108school,United States,white,performance,2452,504
6109school,Algeria,citizen,couple,7105,1532
6110school,Gambia,behavior,how,6771,1441
6111school,Czech,whether,lead,4334,4064
6112school,East Timor,certainly,always,5705,1070
6113school,France,again,message,7258,2315
6114school,Denmark,ask,specific,2262,2265
6115school,Czech,maybe,firm,4973,986
6116school,Comoros,dinner,music,934,1542
6117school,Czech,table,else,8348,2755
6118school,Andorra,involve,produce,5983,949
6119school,Algeria,cost,effect,9327,1658
6120school,Cuba,letter,program,2181,924
6121school,Argentina,determine,meeting,8512,864
6122school,France,maintain,edge,9490,2147
6123school,Angola,special,health,3462,4615
6124school,France,sometimes,Mrs,1164,2210
6125school,Cuba,bar,style,9536,2212
6126school,Egypt,special,me,6979,3323
6127school,Ireland,world,free,1644,4573
6128school,Gambia,popular,author,4335,3759
6129school,Czech,oil,sense,1586,1898
6130school,Egypt,team,pay,6133,4233
6131school,Gambia,say,campaign,9480,1105
6132school,Congo,maybe,sit,2782,4156
6133school,Angola,drug,building,5765,1052
6134school,United States,deep,very,8233,2105
6135school,Cyprus,student,important,8592,581
6136school,East Timor,down,table,4388,2927
6137school,Egypt,middle,green,889,1386
6138school,Argentina,according,yourself,5327,941
6139school,China,future,during,6740,3202
6140school,Czech,bank,author,4090,3343
6141school,China,despite,century,4328,849
6142school,Cyprus,to,relationship,1766,659
6143school,East Timor,production,activity,3584,4844
6144school,Ecuador,stock,act,4408,3549
6145school,Colombia,sea,assume,5667,4491
6146school,Ireland,him,pay,4069,956
6147school,East Timor,among,poor,7555,1551
6148school,East Timor,economy,bad,2660,793
6149school,Georgia,record,throw,6139,3087
6150school,Germany,again,develop,2691,1925
6151school,Antigua,blue,pay,3895,152
6152school,East Timor,cause,call,4285,2665
6153school,Republic,leg,technology,5524,3310
6154school,Andorra,hear,save,2452,857
6155school,East Timor,enjoy,hospital,7746,716
6156school,France,become,benefit,6063,4771
6157school,Afghanistan,tell,friend,1303,981
6158school,Germany,knowledge,car,9713,2361
6159school,Italy,letter,on,3917,2176
6160school,Andorra,positive,long,6368,1479
6161school,Angola,run,do,5115,2003
6162school,Dominican Republic,development,bank,3838,1131
6163school,Afghanistan,she,third,2770,2319
6164school,Comoros,window,gun,5255,2776
6165school,Dominica,ahead,way,7433,1755
6166school,Congo,throughout,activity,7264,986
6167school,United States,population,trip,9854,218
6168school,Cyprus,positive,strategy,4790,2372
6169school,Ireland,resource,during,1424,3802
6170school,Denmark,side,play,7920,4621
6171school,Georgia,light,economy,6643,2845
6172school,Dominica,sense,project,8597,4163
6173school,United Kingdom,later,professor,6241,255
6174school,Albania,region,side,4089,4267
6175school,Comoros,everything,believe,6350,2754
6176school,Korea South,ability,share,6382,3592
6177school,China,cover,again,5754,2922
6178school,Andorra,major,through,863,4506
6179school,Italy,economy,rock,9834,627
6180school,Albania,house,business,2115,1650
6181school,Ireland,later,dinner,7225,4558
6182school,Gambia,stay,economy,6533,3763
6183school,China,effect,consider,8079,784
6184school,Ireland,machine,hit,4385,1700
6185school,Congo,great,bar,4995,2401
6186school,United Kingdom,answer,event,3736,2774
6187school,Albania,occur,memory,2487,2747
6188school,Germany,young,result,5844,2704
6189school,Ecuador,behavior,take,5895,4652
6190school,Colombia,letter,budget,878,2097
6191school,Argentina,change,realize,2225,470
6192school,Egypt,stuff,wait,9940,102
6193school,Cuba,reach,education,3714,2562
6194school,Republic,whom,especially,526,4499
6195school,Gambia,expect,view,3129,1389
6196school,Colombia,art,will,7672,4387
6197school,Dominica,level,performance,275,3341
6198school,Congo,impact,age,9199,1040
6199school,United States,before,that,8175,4630
6200school,Dominica,speak,girl,255,850
6201school,Algeria,fund,should,1870,3899
6202school,Costa Rica,care,consider,1842,180
6203school,Andorra,public,goal,9962,3081
6204school,United States,officer,camera,6204,3555
6205school,China,three,feel,932,4630
6206school,Andorra,start,vote,2256,724
6207school,Dominica,decade,develop,3504,3475
6208school,Denmark,thus,such,7855,4004
6209school,Cyprus,water,money,9250,1487
6210school,Algeria,age,beyond,6652,1064
6211school,Djibouti,carry,though,8460,1366
6212school,Ecuador,else,game,800,4781
6213school,Ireland,arrive,mouth,4930,4974
6214school,East Timor,allow,great,5075,4453
6215school,Croatia,left,message,8311,871
6216school,Korea South,decide,relate,9422,3754
6217school,Comoros,sometimes,section,9710,1915
6218school,Egypt,same,author,2056,1767
6219school,France,lay,run,8299,2925
6220school,China,same,property,4358,937
6221school,Dominica,fill,push,5113,3094
6222school,China,organization,say,4611,2151
6223school,Dominican Republic,government,determine,8775,417
6224school,Costa Rica,budget,expert,8598,4760
6225school,Afghanistan,minute,together,7814,336
6226school,France,season,turn,588,4113
6227school,China,cost,billion,2592,832
6228school,United Kingdom,per,against,2043,863
6229school,Georgia,strategy,assume,3413,710
6230school,Gabon,while,make,2602,2395
6231school,Ireland,course,play,4044,4560
6232school,Ireland,hot,thousand,4631,789
6233school,Gabon,experience,smile,4916,1999
6234school,Georgia,behind,matter,8416,1547
6235school,Argentina,old,sign,5427,1066
6236school,Cuba,front,task,3550,4125
6237school,United Kingdom,against,understand,1626,3870
6238school,East Timor,son,key,5807,2475
6239school,Argentina,before,fight,996,26
6240school,East Timor,reveal,billion,3005,1220
6241school,Albania,program,career,9269,1709
6242school,East Timor,today,young,5401,1403
6243school,Congo,father,require,274,434
6244school,China,pressure,design,7142,4813
6245school,Argentina,bad,direction,8375,949
6246school,Dominica,itself,study,3944,2621
6247school,Egypt,left,situation,3957,3408
6248school,Ecuador,tree,wish,1121,3691
6249school,United States,pull,yet,5797,2223
6250school,Gambia,lead,person,4339,4838
6251school,Denmark,since,Mrs,6566,4196
6252school,Argentina,too,center,2170,1218
6253school,United States,may,water,500,447
6254school,Djibouti,nice,policy,4319,1291
6255school,Costa Rica,pick,range,1375,2877
6256school,France,decade,behind,9464,213
6257school,Djibouti,because,explain,921,1610
6258school,Ecuador,traditional,yard,8687,1339
6259school,Italy,forward,financial,9718,2510
6260school,Djibouti,share,land,6442,4401
6261school,Georgia,forward,positive,3337,3785
6262school,Algeria,population,face,9019,4184
6263school,Colombia,skill,loss,8490,3274
6264school,Argentina,plan,business,5231,4745
6265school,Colombia,food,financial,9919,3405
6266school,Denmark,alone,sort,6619,1737
6267school,Comoros,finally,yard,2478,306
6268school,Korea South,full,trip,550,4522
6269school,Czech,there,bar,5033,4955
6270school,Czech,shake,class,2684,2040
6271school,Comoros,goal,event,883,1206
6272school,Congo,hair,note,7309,3083
6273school,Republic,green,memory,3346,2526
6274school,Costa Rica,Congress,imagine,3456,3272
6275school,Dominican Republic,relate,pressure,6960,2981
6276school,Japan,subject,wide,1864,3057
6277school,Afghanistan,share,develop,4778,3687
6278school,Cyprus,few,team,413,824
6279school,United States,show,practice,1205,2286
6280school,Dominica,since,scientist,5944,3575
6281school,Afghanistan,page,away,7553,2181
6282school,Ireland,four,memory,4028,2071
6283school,Denmark,ago,yes,5007,1256
6284school,Korea South,team,enter,4961,374
6285school,Dominica,society,beyond,1856,1046
6286school,Egypt,away,operation,2522,4136
6287school,Cuba,organization,shake,7085,2758
6288school,Italy,development,role,2984,695
6289school,Japan,second,current,9029,3127
6290school,Republic,culture,time,9730,4987
6291school,Gabon,focus,employee,3180,866
6292school,Comoros,finally,production,1092,3980
6293school,Germany,choose,now,710,2040
6294school,Djibouti,wide,south,5806,4519
6295school,Denmark,state,would,7248,3152
6296school,Comoros,ago,protect,8023,594
6297school,Croatia,weight,include,8730,4320
6298school,United Kingdom,risk,until,5589,1611
6299school,Colombia,different,require,2186,1549
6300school,Egypt,support,ready,9691,906
6301school,Korea South,let,perform,2609,2081
6302school,Andorra,within,today,6528,1344
6303school,Colombia,put,free,2674,869
6304school,China,who,throughout,8272,3887
6305school,Angola,two,speak,1934,3956
6306school,Argentina,response,miss,9872,695
6307school,Congo,worry,pay,7132,4263
6308school,Gambia,can,physical,7612,392
6309school,Antigua,law,over,5809,3283
6310school,Cuba,watch,way,199,3105
6311school,France,training,appear,5973,829
6312school,Germany,represent,blood,266,693
6313school,Antigua,rule,money,154,3542
6314school,United States,Democrat,recently,692,3654
6315school,Germany,view,light,8137,298
6316school,Georgia,it,assume,1187,4672
6317school,Argentina,house,oil,2225,1814
6318school,Georgia,account,employee,479,4576
6319school,Gambia,worry,writer,6477,4255
6320school,Republic,decide,such,6744,3185
6321school,Djibouti,away,own,3159,864
6322school,United Kingdom,edge,region,8248,4570
6323school,Congo,politics,well,6917,1443
6324school,Costa Rica,name,trial,6900,2102
6325school,Algeria,let,describe,4400,1626
6326school,Gambia,degree,sea,3797,1366
6327school,Comoros,former,speech,1409,348
6328school,Albania,determine,whether,8795,4275
6329school,Egypt,fund,any,3189,1978
6330school,Gabon,past,either,3652,2982
6331school,Czech,grow,argue,7535,2168
6332school,Georgia,inside,become,7509,3689
6333school,Ecuador,around,next,7375,1646
6334school,Dominican Republic,agent,material,8794,3894
6335school,Argentina,catch,often,9610,716
6336school,Angola,capital,form,7960,2288
6337school,Comoros,college,get,1606,2364
6338school,Argentina,street,very,9084,1306
6339school,Dominican Republic,test,standard,1776,2859
6340school,East Timor,war,decade,1222,4857
6341school,Denmark,old,these,3498,156
6342school,Italy,if,civil,1625,2890
6343school,Antigua,also,pressure,5075,3686
6344school,Comoros,ground,cultural,7337,1431
6345school,Albania,building,give,1879,2677
6346school,Angola,source,soon,4598,3392
6347school,Cuba,dark,understand,1361,3541
6348school,Gabon,age,agent,5233,4014
6349school,East Timor,well,head,5939,1792
6350school,Afghanistan,together,modern,7341,178
6351school,Algeria,which,lay,8857,2473
6352school,Algeria,family,first,5599,2798
6353school,Denmark,race,interesting,406,379
6354school,Cyprus,their,court,6891,3151
6355school,Colombia,picture,accept,7930,3306
6356school,Dominica,account,enough,4908,1519
6357school,East Timor,allow,since,6161,1457
6358school,Andorra,road,assume,5045,281
6359school,United Kingdom,once,source,5844,553
6360school,Cuba,stock,agreement,1040,3768
6361school,Egypt,deep,participant,7279,788
6362school,Czech,traditional,you,7789,453
6363school,United Kingdom,loss,customer,5862,4118
6364school,Colombia,PM,few,3643,4148
6365school,Italy,must,available,170,4812
6366school,Cyprus,fire,daughter,4906,902
6367school,Djibouti,forward,often,2354,3578
6368school,Republic,property,address,3657,4503
6369school,Italy,election,current,2195,119
6370school,Gambia,western,player,2982,4898
6371school,Egypt,pull,partner,4964,1264
6372school,Gambia,writer,name,599,3035
6373school,Comoros,thus,approach,164,171
6374school,Dominican Republic,often,believe,2836,55
6375school,United Kingdom,worker,outside,5384,98
6376school,Andorra,every,pressure,8397,1624
6377school,Comoros,include,two,9410,4693
6378school,Afghanistan,able,reach,4678,1306
6379school,United States,be,student,2022,4552
6380school,Congo,wrong,federal,1090,2944
6381school,Dominican Republic,including,within,9310,465
6382school,Ireland,none,hit,526,4910
6383school,Afghanistan,he,two,5567,3307
6384school,Republic,teacher,woman,8410,1429
6385school,Congo,half,here,679,4098
6386school,Angola,peace,local,9191,4952
6387school,Croatia,ready,day,3833,2425
6388school,Algeria,decade,tend,6859,288
6389school,Italy,each,beyond,1424,1232
6390school,Georgia,need,life,473,173
6391school,United Kingdom,fast,blood,9643,208
6392school,Angola,successful,like,6738,1841
6393school,Dominica,factor,that,6421,1089
6394school,Denmark,nation,nor,2162,1982
6395school,Algeria,policy,away,4634,2265
6396school,Cuba,hair,professor,8266,3447
6397school,United Kingdom,analysis,name,3898,2593
6398school,Djibouti,modern,yeah,4987,2952
6399school,Japan,industry,almost,7673,255
6400school,Ecuador,ok,various,9874,3583
6401school,Cyprus,travel,on,9196,4306
6402school,East Timor,blue,thought,3226,3809
6403school,Croatia,television,blue,3280,1298
6404school,Djibouti,hear,ok,1390,3543
6405school,East Timor,science,center,9750,1085
6406school,Colombia,despite,money,6744,607
6407school,Cuba,foreign,nearly,6422,3028
6408school,United Kingdom,other,daughter,367,2771
6409school,Algeria,audience,stay,3958,2932
6410school,Angola,despite,boy,9871,3383
6411school,Italy,item,according,7305,1819
6412school,Afghanistan,that,tough,5931,1748
6413school,Dominican Republic,interview,involve,4707,1545
6414school,Congo,official,upon,8470,4439
6415school,Dominica,brother,investment,1133,3941
6416school,Egypt,test,evening,8889,243
6417school,Costa Rica,help,official,4906,501
6418school,Ireland,probably,still,5500,1776
6419school,Egypt,despite,view,623,2059
6420school,Gabon,usually,quickly,577,2917
6421school,Italy,nor,result,3975,3087
6422school,Afghanistan,plan,party,1141,413
6423school,Dominica,everybody,pressure,1162,1097
6424school,Egypt,decide,trade,9258,1092
6425school,Gambia,study,first,6529,4069
6426school,Albania,last,item,5702,2215
6427school,Ireland,everything,full,1621,1069
6428school,Ireland,since,sign,2143,4669
6429school,Dominican Republic,floor,wonder,4474,4152
6430school,Gabon,then,their,1402,4712
6431school,Angola,even,source,8165,3854
6432school,Costa Rica,everybody,establish,6815,2206
6433school,Cuba,popular,alone,3640,451
6434school,Czech,maybe,site,2145,3348
6435school,East Timor,eye,like,260,3101
6436school,Argentina,forward,mission,653,3146
6437school,Angola,happy,first,2585,4092
6438school,Korea South,up,step,8291,3150
6439school,East Timor,plant,great,7205,2746
6440school,Germany,better,probably,9985,706
6441school,Antigua,sell,college,2009,968
6442school,Djibouti,trouble,than,8521,723
6443school,Georgia,population,quite,4679,927
6444school,Italy,cover,building,3245,2254
6445school,Gambia,general,establish,3822,4368
6446school,East Timor,along,property,5671,4465
6447school,United Kingdom,morning,whether,9953,2116
6448school,Dominica,detail,beautiful,7011,724
6449school,Comoros,sometimes,how,4345,4334
6450school,Antigua,high,pick,5771,2879
6451school,Czech,happy,about,6630,2891
6452school,Colombia,total,budget,5164,4612
6453school,United States,who,officer,5178,1604
6454school,Antigua,during,doctor,6678,2824
6455school,Antigua,term,stuff,1224,3569
6456school,Comoros,door,once,9696,3358
6457school,Cyprus,possible,able,1416,627
6458school,Dominican Republic,American,right,6009,2173
6459school,China,camera,process,4976,2572
6460school,Georgia,color,now,1625,1915
6461school,Ecuador,court,attention,8092,2731
6462school,Afghanistan,occur,vote,7427,3828
6463school,United Kingdom,yard,information,6841,2729
6464school,Korea South,late,college,7998,3100
6465school,Egypt,stuff,party,3122,4797
6466school,Czech,order,for,4230,1477
6467school,Germany,just,task,2158,615
6468school,Cuba,speech,statement,2980,922
6469school,Japan,southern,surface,4666,3205
6470school,Argentina,word,several,758,3909
6471school,Congo,affect,expert,8893,4134
6472school,Georgia,environment,worry,947,2897
6473school,Croatia,case,than,2502,1088
6474school,United States,notice,themselves,3897,3374
6475school,Algeria,let,first,6568,4581
6476school,Italy,scientist,dinner,9515,4027
6477school,Argentina,talk,contain,7966,1833
6478school,France,so,city,5205,397
6479school,Antigua,knowledge,society,9459,4846
6480school,Colombia,goal,girl,6934,4820
6481school,Gambia,organization,he,4356,188
6482school,Croatia,include,include,2508,2228
6483school,Argentina,return,daughter,7562,4553
6484school,Egypt,side,magazine,9195,4233
6485school,Italy,play,real,1588,4167
6486school,Republic,indicate,reveal,6941,297
6487school,Japan,buy,society,5145,1481
6488school,Colombia,her,us,2105,3592
6489school,East Timor,everybody,no,9566,1666
6490school,Italy,within,left,5179,1689
6491school,East Timor,own,paper,3030,2036
6492school,East Timor,usually,week,4590,4739
6493school,Croatia,that,model,6068,3879
6494school,Korea South,school,hope,1059,4564
6495school,Andorra,imagine,ago,1057,3150
6496school,Antigua,message,a,9363,4881
6497school,United States,into,another,7641,4916
6498school,Croatia,free,she,6579,2719
6499school,Croatia,whether,wide,1625,4157
6500school,Colombia,bag,any,6842,2123
6501school,Denmark,would,through,4079,1924
6502school,Albania,agent,onto,151,3259
6503school,China,approach,expert,3321,514
6504school,Korea South,street,issue,2402,2684
6505school,China,cost,activity,6772,87
6506school,Antigua,themselves,computer,9672,3243
6507school,Afghanistan,red,top,8650,671
6508school,Comoros,feel,set,9203,3299
6509school,Albania,president,recognize,3123,1090
6510school,Dominican Republic,cup,not,7392,1587
6511school,Georgia,offer,million,5334,1386
6512school,Czech,catch,various,4563,772
6513school,Croatia,body,well,2949,877
6514school,Algeria,war,kid,3265,1350
6515school,Andorra,thing,recently,1010,1961
6516school,Italy,mission,top,4578,760
6517school,East Timor,forget,clearly,4166,982
6518school,Croatia,activity,forget,3574,1667
6519school,Gambia,develop,on,7475,4070
6520school,Ireland,state,nature,1587,2742
6521school,Cyprus,system,low,1230,58
6522school,Antigua,still,pay,4040,298
6523school,Japan,no,memory,7228,2310
6524school,Egypt,song,win,606,939
6525school,Korea South,hit,both,9742,3575
6526school,Cyprus,wife,nothing,1436,1013
6527school,Argentina,scene,rich,4099,2267
6528school,Gambia,information,according,7083,670
6529school,Gambia,close,join,6562,4929
6530school,Germany,hold,group,5848,3433
6531school,Egypt,send,lead,6625,865
6532school,Djibouti,lay,option,594,2764
6533school,Ireland,safe,health,7147,3413
6534school,Germany,though,always,1516,3193
6535school,Japan,maintain,dream,8491,502
6536school,Dominican Republic,hair,least,9903,2337
6537school,United Kingdom,usually,president,1553,1920
6538school,Albania,rest,upon,6838,2428
6539school,China,human,especially,4539,2704
6540school,Costa Rica,bar,dark,9566,4093
6541school,Antigua,figure,audience,8944,719
6542school,United States,order,wide,9939,2352
6543school,France,wind,baby,3721,1633
6544school,Germany,create,sound,3549,4309
6545school,Costa Rica,there,trial,1490,3023
6546school,Ireland,catch,blood,4453,2527
6547school,Comoros,appear,everything,4902,2912
6548school,Angola,because,partner,8426,2822
6549school,Ecuador,make,maintain,2881,2471
6550school,Afghanistan,bed,foot,4226,1403
6551school,China,expect,half,9160,3993
6552school,Denmark,trouble,entire,9209,1724
6553school,Congo,challenge,drug,3674,1989
6554school,Andorra,herself,money,9196,1379
6555school,Djibouti,project,best,6840,3757
