gradname,graddate,adname
57720,1929-07-12,5772
57730,1998-01-22,5773
57740,1986-09-26,5774
57750,2004-09-21,5775
57760,2006-10-30,5776
57770,1920-05-06,5777
57780,1990-05-11,5778
57790,1906-10-30,5779
57800,1990-09-13,5780
57810,1964-08-22,5781
57820,2005-07-08,5782
57830,1982-04-05,5783
57840,1987-05-26,5784
57850,1935-02-25,5785
57860,1999-01-21,5786
57870,1919-01-27,5787
57880,1924-05-02,5788
57890,1929-03-05,5789
57900,2015-08-12,5790
57910,1928-08-24,5791
57920,1941-10-13,5792
57930,2006-06-09,5793
57940,1960-10-07,5794
57950,1948-12-24,5795
57960,1930-05-24,5796
57970,2009-02-26,5797
57980,2006-06-09,5798
57990,1985-12-24,5799
58000,1944-11-21,5800
58010,2007-12-06,5801
58020,1983-01-26,5802
58030,1995-10-02,5803
58040,2007-12-05,5804
58050,1957-01-22,5805
58060,1995-12-13,5806
58070,1969-01-29,5807
58080,1905-01-10,5808
58090,1981-10-16,5809
58100,1991-10-23,5810
58110,2007-03-12,5811
58120,1915-10-09,5812
58130,1929-06-04,5813
58140,1949-07-13,5814
58150,1923-05-02,5815
58160,1937-05-11,5816
58170,2016-06-04,5817
58180,1921-05-05,5818
58190,1928-07-19,5819
58200,1988-09-15,5820
58210,1928-04-04,5821
58220,1999-07-20,5822
58230,2001-04-27,5823
58240,1911-11-21,5824
58250,1910-03-25,5825
58260,1947-11-04,5826
58270,1908-10-18,5827
58280,1913-04-04,5828
58290,1927-12-21,5829
58300,1944-02-11,5830
58310,1933-06-28,5831
58320,1969-12-24,5832
58330,1956-02-04,5833
58340,1926-05-27,5834
58350,1971-07-07,5835
58360,1959-11-14,5836
58370,2009-09-10,5837
58380,1981-01-11,5838
58390,1905-04-13,5839
58400,2012-04-26,5840
58410,1954-11-12,5841
58420,1944-02-27,5842
58430,1999-08-06,5843
58440,1952-12-16,5844
58450,1930-08-09,5845
58460,1993-09-20,5846
58470,1912-05-11,5847
58480,1934-05-27,5848
58490,2002-11-24,5849
58500,2011-02-28,5850
58510,1989-04-01,5851
58520,1926-12-26,5852
58530,1912-05-27,5853
58540,1914-05-27,5854
58550,1921-07-16,5855
58560,1918-05-15,5856
58570,1942-11-18,5857
58580,1940-07-20,5858
58590,1914-11-30,5859
58600,1952-10-10,5860
58610,1942-02-28,5861
58620,1946-09-22,5862
58630,1914-08-18,5863
58640,1976-01-09,5864
58650,1953-11-27,5865
58660,1932-04-20,5866
58670,1944-03-08,5867
58680,1957-12-24,5868
58690,1945-12-24,5869
58700,1907-09-12,5870
58710,1934-03-07,5871
58720,1927-12-08,5872
58730,1993-11-22,5873
58740,1932-12-22,5874
58750,1960-12-20,5875
58760,1961-12-02,5876
58770,2009-05-29,5877
58780,1946-11-01,5878
58790,1980-10-17,5879
58800,1973-12-04,5880
58810,1998-05-05,5881
58820,2008-04-23,5882
58830,1909-12-05,5883
58840,1944-11-19,5884
58850,2018-04-26,5885
58860,1954-04-22,5886
58870,1957-04-16,5887
58880,2002-11-28,5888
58890,1929-07-02,5889
58900,1923-08-22,5890
58910,1931-11-16,5891
58920,1913-10-21,5892
58930,2017-08-26,5893
58940,1996-03-14,5894
58950,1905-06-05,5895
58960,1962-04-13,5896
58970,1970-08-03,5897
58980,1983-08-26,5898
58990,1929-04-20,5899
59000,1973-07-13,5900
59010,2011-06-30,5901
59020,1914-01-13,5902
59030,1974-04-07,5903
59040,2010-05-10,5904
59050,2019-02-01,5905
59060,1992-04-08,5906
59070,1960-08-23,5907
59080,2008-01-10,5908
59090,1911-06-23,5909
59100,2010-06-08,5910
59110,1916-02-24,5911
59120,2016-09-09,5912
59130,1967-06-25,5913
59140,1911-05-28,5914
59150,2004-04-08,5915
59160,1910-05-08,5916
59170,1955-05-24,5917
59180,1950-01-15,5918
59190,1919-02-12,5919
59200,1989-06-29,5920
59210,1906-06-25,5921
59220,1957-01-24,5922
59230,1958-07-25,5923
59240,1924-04-11,5924
59250,1970-06-11,5925
59260,1941-06-14,5926
59270,1920-06-23,5927
59280,1938-12-21,5928
59290,1980-08-04,5929
59300,1925-03-18,5930
59310,1915-12-22,5931
59320,1908-12-21,5932
59330,1966-08-06,5933
59340,1929-07-24,5934
59350,1905-12-23,5935
59360,1916-01-28,5936
59370,2018-06-13,5937
59380,1920-07-29,5938
59390,1999-08-18,5939
59400,1937-05-05,5940
59410,1982-08-14,5941
59420,1937-03-11,5942
59430,1972-04-02,5943
59440,1999-12-20,5944
59450,2013-11-16,5945
59460,1927-09-09,5946
59470,2003-09-19,5947
59480,1921-12-22,5948
59490,1981-03-26,5949
59500,1923-07-12,5950
59510,1981-01-18,5951
59520,1916-09-09,5952
59530,2008-08-09,5953
59540,1961-09-25,5954
59550,1927-12-14,5955
59560,2006-08-04,5956
59570,1928-10-05,5957
59580,1921-10-08,5958
59590,1931-05-23,5959
59600,1931-03-03,5960
59610,1957-06-11,5961
59620,2008-05-12,5962
59630,1997-02-18,5963
59640,1967-08-03,5964
59650,2006-09-12,5965
59660,1991-10-18,5966
59670,1939-01-20,5967
59680,1949-12-15,5968
59690,1986-02-11,5969
59700,2014-04-23,5970
59710,2004-04-19,5971
59720,1965-02-26,5972
59730,2007-08-10,5973
59740,1996-04-16,5974
59750,1956-04-06,5975
59760,1985-05-27,5976
59770,1925-04-13,5977
59780,1981-09-29,5978
59790,2002-09-05,5979
59800,1988-10-07,5980
59810,1997-05-07,5981
59820,2015-02-15,5982
59830,2004-05-11,5983
59840,2014-06-04,5984
59850,1990-05-13,5985
59860,1993-11-17,5986
59870,1939-06-29,5987
59880,2003-08-27,5988
59890,1935-09-11,5989
59900,2007-07-08,5990
59910,1924-12-25,5991
59920,1937-05-03,5992
59930,1931-05-20,5993
59940,1992-08-26,5994
59950,1963-03-18,5995
59960,1944-10-11,5996
59970,1926-04-30,5997
59980,1944-08-02,5998
59990,1992-03-02,5999
60000,1999-04-06,6000
60010,1922-08-28,6001
60020,1984-10-11,6002
60030,1962-08-31,6003
60040,1934-03-22,6004
60050,1998-07-29,6005
60060,1970-11-24,6006
60070,1908-05-19,6007
60080,1904-11-04,6008
60090,2014-10-03,6009
60100,1956-05-01,6010
60110,2013-12-07,6011
60120,1983-01-24,6012
60130,1952-01-12,6013
60140,1958-09-13,6014
60150,1915-08-09,6015
60160,2013-12-29,6016
60170,1941-07-06,6017
60180,1961-04-21,6018
60190,1983-06-08,6019
60200,1936-07-29,6020
60210,1973-04-03,6021
60220,1909-12-17,6022
60230,1955-09-18,6023
60240,1972-12-03,6024
60250,1994-12-05,6025
60260,2019-06-14,6026
60270,1965-12-20,6027
60280,1974-01-15,6028
60290,1932-03-24,6029
60300,2009-08-10,6030
60310,1998-11-25,6031
60320,1960-11-02,6032
60330,1937-06-19,6033
60340,1920-04-05,6034
60350,2013-08-23,6035
60360,2014-12-23,6036
60370,1965-04-22,6037
60380,1972-07-16,6038
60390,1996-11-09,6039
60400,1966-01-17,6040
60410,1965-06-21,6041
60420,1967-07-09,6042
60430,1998-10-04,6043
60440,1905-05-31,6044
60450,1973-02-16,6045
60460,1988-12-20,6046
60470,1965-06-03,6047
60480,1946-02-05,6048
60490,2000-09-28,6049
60500,1961-12-11,6050
60510,2010-03-02,6051
60520,1962-03-18,6052
60530,2009-05-16,6053
60540,1978-08-16,6054
60550,1948-05-31,6055
60560,1939-06-29,6056
60570,2012-07-04,6057
60580,2010-12-30,6058
60590,1944-07-30,6059
60600,1907-06-02,6060
60610,1992-06-08,6061
60620,1993-05-23,6062
60630,1954-10-30,6063
60640,1918-04-03,6064
60650,1961-02-18,6065
60660,1948-04-06,6066
60670,1980-11-13,6067
60680,1932-01-14,6068
60690,2018-08-16,6069
60700,1947-06-07,6070
60710,1925-06-05,6071
60720,1992-01-20,6072
60730,1943-01-23,6073
60740,1951-03-19,6074
60750,1990-07-31,6075
60760,2011-04-14,6076
60770,2015-07-26,6077
60780,1923-01-16,6078
60790,1904-10-19,6079
60800,1974-11-28,6080
60810,1918-11-22,6081
60820,1962-05-06,6082
60830,1989-12-13,6083
60840,1946-04-25,6084
60850,1943-03-18,6085
60860,2015-11-23,6086
60870,1985-10-29,6087
60880,1952-01-31,6088
60890,1949-09-14,6089
60900,1997-04-05,6090
60910,1916-10-23,6091
60920,1970-04-28,6092
60930,1992-03-25,6093
60940,2017-12-07,6094
60950,1977-10-25,6095
60960,2010-03-30,6096
60970,1953-01-06,6097
60980,2006-01-31,6098
60990,1985-03-06,6099
61000,1985-07-16,6100
61010,1977-06-14,6101
61020,1913-04-02,6102
61030,1966-07-11,6103
61040,1911-11-19,6104
61050,1928-03-03,6105
61060,1973-10-01,6106
61070,1996-04-24,6107
61080,1975-11-23,6108
61090,1961-03-10,6109
61100,1963-12-27,6110
61110,1975-02-28,6111
61120,1947-09-09,6112
61130,1947-08-09,6113
61140,1923-08-03,6114
61150,1914-11-06,6115
61160,1978-12-31,6116
61170,2006-10-06,6117
61180,2008-01-08,6118
61190,1926-07-18,6119
61200,1981-02-27,6120
61210,1957-01-05,6121
61220,1964-11-04,6122
61230,1934-05-15,6123
61240,1980-08-24,6124
61250,1971-10-23,6125
61260,1999-08-26,6126
61270,1957-01-30,6127
61280,2002-07-06,6128
61290,1999-02-23,6129
61300,1992-08-30,6130
61310,1930-03-12,6131
61320,1961-01-16,6132
61330,1997-04-11,6133
61340,1986-06-27,6134
61350,2019-01-25,6135
61360,1935-03-23,6136
61370,1960-08-15,6137
61380,1977-05-23,6138
61390,1928-10-04,6139
61400,1933-07-19,6140
61410,1964-10-24,6141
61420,1916-06-22,6142
61430,1971-01-05,6143
61440,1961-04-29,6144
61450,1978-03-23,6145
61460,1969-02-23,6146
61470,1997-09-12,6147
61480,1951-05-15,6148
61490,2004-04-16,6149
61500,1993-09-25,6150
61510,1979-08-08,6151
61520,1931-10-25,6152
61530,1916-07-25,6153
61540,1918-03-05,6154
61550,1996-09-19,6155
61560,2011-09-07,6156
61570,2006-11-25,6157
61580,1963-11-17,6158
61590,1972-04-04,6159
61600,1923-12-02,6160
61610,1966-06-12,6161
61620,2001-10-03,6162
61630,1977-12-27,6163
61640,2009-11-19,6164
61650,1988-03-25,6165
61660,1969-12-23,6166
61670,1912-10-29,6167
61680,1965-01-26,6168
61690,1983-11-18,6169
61700,1994-12-28,6170
61710,1958-09-10,6171
61720,2000-03-14,6172
61730,1926-12-13,6173
61740,2013-06-20,6174
61750,1976-07-20,6175
61760,1924-02-04,6176
61770,1907-10-29,6177
61780,2017-12-09,6178
61790,1909-01-23,6179
61800,1939-08-27,6180
61810,1999-11-23,6181
61820,1911-03-02,6182
61830,1958-07-08,6183
61840,1976-06-05,6184
61850,1978-07-30,6185
61860,2004-12-06,6186
61870,1928-03-19,6187
61880,1964-09-08,6188
61890,2016-03-25,6189
61900,1946-12-17,6190
61910,2019-10-10,6191
61920,1918-12-01,6192
61930,1928-06-14,6193
61940,1951-04-10,6194
61950,1972-11-01,6195
61960,1939-06-30,6196
61970,1978-03-09,6197
61980,2005-04-23,6198
61990,1964-04-11,6199
62000,1991-12-15,6200
62010,1981-02-21,6201
62020,1911-09-01,6202
62030,1914-07-31,6203
62040,2004-02-12,6204
62050,1992-07-11,6205
62060,2017-03-01,6206
62070,1954-06-27,6207
62080,1989-06-16,6208
62090,2007-08-18,6209
62100,1923-01-06,6210
62110,1965-05-09,6211
62120,1978-04-06,6212
62130,1943-06-02,6213
62140,1943-09-16,6214
62150,1977-01-30,6215
62160,1994-07-01,6216
62170,1927-01-15,6217
62180,1992-01-23,6218
62190,1911-09-16,6219
62200,1993-05-05,6220
62210,1951-08-18,6221
62220,1963-05-04,6222
62230,1913-05-29,6223
62240,1930-10-01,6224
62250,1968-08-17,6225
62260,1910-11-05,6226
62270,1951-07-07,6227
62280,1991-04-29,6228
62290,1981-08-15,6229
62300,1905-11-16,6230
62310,1946-12-06,6231
62320,1959-02-08,6232
62330,1926-06-09,6233
62340,1983-03-06,6234
62350,2000-08-13,6235
62360,1920-01-02,6236
62370,1994-03-26,6237
62380,1916-04-01,6238
62390,2001-05-22,6239
62400,2012-08-29,6240
62410,1930-02-22,6241
62420,1978-06-02,6242
62430,1924-11-13,6243
62440,1905-02-05,6244
62450,2012-10-15,6245
62460,1936-06-14,6246
62470,1955-07-26,6247
62480,1926-11-05,6248
62490,1959-11-27,6249
62500,1916-05-17,6250
62510,1926-03-15,6251
62520,1946-06-18,6252
62530,1986-06-16,6253
62540,1983-12-05,6254
62550,1936-08-06,6255
62560,1947-04-12,6256
62570,1977-06-03,6257
62580,2008-04-17,6258
62590,1986-07-11,6259
62600,1927-04-20,6260
62610,1957-04-20,6261
62620,2013-08-01,6262
62630,2003-03-15,6263
62640,1965-07-30,6264
62650,1995-06-30,6265
62660,1942-11-05,6266
62670,1986-09-02,6267
62680,1941-03-21,6268
62690,1906-01-02,6269
62700,1994-06-02,6270
62710,1933-12-21,6271
62720,1962-01-24,6272
62730,1918-05-12,6273
62740,2010-06-06,6274
62750,1982-12-11,6275
62760,1908-11-25,6276
62770,2000-03-20,6277
62780,1949-03-25,6278
62790,1964-03-01,6279
62800,1929-05-02,6280
62810,1910-05-16,6281
62820,1976-09-03,6282
62830,2020-02-03,6283
62840,1921-11-09,6284
62850,2013-01-27,6285
62860,1976-12-06,6286
62870,1909-11-27,6287
62880,2016-10-06,6288
62890,1980-02-24,6289
62900,2010-10-20,6290
62910,1959-06-24,6291
62920,1994-07-12,6292
62930,1977-11-14,6293
62940,1964-09-05,6294
62950,1970-03-03,6295
62960,1904-09-29,6296
62970,1911-04-28,6297
62980,1964-07-09,6298
62990,2003-03-01,6299
63000,1907-10-25,6300
63010,1906-08-12,6301
63020,1960-10-17,6302
63030,1953-11-12,6303
63040,1938-10-05,6304
63050,1919-12-27,6305
63060,2002-04-15,6306
63070,2008-06-01,6307
63080,1973-06-19,6308
63090,1951-10-08,6309
63100,2013-11-03,6310
63110,1947-05-15,6311
63120,1953-04-11,6312
63130,1993-07-26,6313
63140,1948-08-06,6314
63150,1912-08-01,6315
63160,1970-12-17,6316
63170,1936-12-23,6317
63180,1963-12-03,6318
63190,1931-12-14,6319
63200,1998-12-17,6320
63210,1909-08-02,6321
63220,1964-06-09,6322
63230,1992-12-29,6323
63240,1918-01-24,6324
63250,2001-03-21,6325
63260,1978-11-20,6326
63270,1974-12-14,6327
63280,1930-03-18,6328
63290,1971-11-09,6329
63300,1988-09-23,6330
63310,1980-09-15,6331
63320,1936-10-04,6332
63330,1969-07-01,6333
63340,2012-05-26,6334
63350,1981-11-21,6335
63360,1934-11-27,6336
63370,1994-06-30,6337
63380,1928-06-13,6338
63390,2007-06-12,6339
63400,1950-09-12,6340
63410,1909-06-27,6341
63420,1974-12-24,6342
63430,1990-11-12,6343
63440,1958-09-27,6344
63450,2002-02-19,6345
63460,2017-08-29,6346
63470,1937-02-14,6347
63480,1944-05-09,6348
63490,1988-12-05,6349
63500,1909-03-14,6350
63510,1952-03-08,6351
63520,1994-10-31,6352
63530,1950-08-30,6353
63540,1970-06-28,6354
63550,2006-05-22,6355
63560,1957-11-05,6356
63570,1992-10-15,6357
63580,1977-05-06,6358
63590,1955-03-16,6359
63600,2019-07-06,6360
63610,1985-10-03,6361
63620,1987-01-29,6362
63630,1986-11-22,6363
63640,1942-07-23,6364
63650,1980-12-24,6365
63660,2011-11-18,6366
63670,1974-03-09,6367
63680,1909-11-04,6368
63690,1959-06-03,6369
63700,1913-11-03,6370
63710,1973-01-21,6371
63720,1960-02-19,6372
63730,1959-03-27,6373
63740,2011-01-04,6374
63750,1976-06-14,6375
63760,1952-07-15,6376
63770,1971-09-29,6377
63780,1953-09-19,6378
63790,1951-12-21,6379
63800,1955-01-16,6380
63810,2012-03-15,6381
63820,1923-11-02,6382
63830,1907-07-19,6383
63840,1923-12-21,6384
63850,1985-12-04,6385
63860,2015-07-16,6386
63870,1934-01-12,6387
63880,1921-12-18,6388
63890,1924-02-23,6389
63900,1936-09-19,6390
63910,1918-05-10,6391
63920,1904-07-22,6392
63930,2008-04-07,6393
63940,2009-07-05,6394
63950,1934-01-07,6395
63960,1955-10-29,6396
63970,1962-09-26,6397
63980,1937-06-28,6398
63990,1907-12-04,6399
64000,2005-01-29,6400
64010,1966-08-02,6401
64020,1996-01-06,6402
64030,1951-05-29,6403
64040,2011-03-23,6404
64050,1926-01-24,6405
64060,1912-04-19,6406
64070,1951-04-12,6407
64080,1998-05-21,6408
64090,2002-05-08,6409
64100,1914-08-29,6410
64110,1916-03-21,6411
64120,1960-11-09,6412
64130,1997-01-08,6413
64140,1976-06-19,6414
64150,1987-11-22,6415
64160,1968-11-17,6416
64170,1989-12-07,6417
64180,1930-08-15,6418
64190,1988-10-08,6419
64200,1962-08-23,6420
64210,1938-06-22,6421
64220,1938-07-28,6422
64230,1910-06-13,6423
64240,1995-02-07,6424
64250,1909-07-26,6425
64260,1907-10-12,6426
64270,1904-10-17,6427
64280,1943-08-15,6428
64290,1949-01-26,6429
64300,1913-07-20,6430
64310,1992-09-30,6431
64320,2000-05-30,6432
64330,2011-05-09,6433
64340,1950-01-17,6434
64350,1918-09-18,6435
64360,1961-05-30,6436
64370,1947-07-16,6437
64380,1917-05-18,6438
64390,1925-11-11,6439
64400,1978-05-05,6440
64410,1964-02-18,6441
64420,2012-07-02,6442
64430,1954-03-12,6443
64440,2007-09-29,6444
64450,1989-09-23,6445
64460,2001-01-12,6446
64470,2002-03-18,6447
64480,1922-12-15,6448
64490,1915-03-28,6449
64500,1981-12-05,6450
64510,2001-01-17,6451
64520,1922-02-13,6452
64530,1968-10-23,6453
64540,1930-12-25,6454
64550,1921-10-11,6455
64560,1988-07-12,6456
64570,1995-04-19,6457
64580,1922-06-23,6458
64590,1918-12-26,6459
64600,1979-04-13,6460
64610,1959-11-07,6461
64620,1934-10-24,6462
64630,1997-08-02,6463
64640,1908-11-13,6464
64650,1960-08-29,6465
64660,1947-05-13,6466
64670,1937-06-18,6467
64680,1986-05-23,6468
64690,1987-09-02,6469
64700,1913-07-10,6470
64710,1917-11-18,6471
64720,1927-09-06,6472
64730,1948-07-03,6473
64740,1998-09-04,6474
64750,2016-04-19,6475
64760,1928-07-01,6476
64770,1973-09-21,6477
64780,1908-04-13,6478
64790,2005-12-27,6479
64800,2006-05-30,6480
64810,1943-10-17,6481
64820,1975-04-13,6482
64830,1987-07-28,6483
64840,1962-01-05,6484
64850,1923-03-10,6485
64860,1908-06-04,6486
64870,1968-01-31,6487
64880,1965-10-30,6488
64890,2005-08-14,6489
64900,1991-10-09,6490
64910,1929-04-06,6491
64920,1977-09-29,6492
64930,2015-10-22,6493
64940,1962-10-16,6494
64950,1984-04-04,6495
64960,2003-06-16,6496
64970,2008-04-06,6497
64980,1938-11-26,6498
64990,1950-01-16,6499
65000,1981-07-29,6500
65010,1979-06-08,6501
65020,1946-08-18,6502
65030,1950-10-24,6503
65040,1998-12-05,6504
65050,1941-06-07,6505
65060,1996-01-16,6506
65070,1929-04-20,6507
65080,1998-12-21,6508
65090,1908-09-05,6509
65100,1944-08-04,6510
65110,1950-01-03,6511
65120,1921-09-22,6512
65130,1920-11-26,6513
65140,1985-06-21,6514
65150,1951-04-16,6515
65160,1904-06-21,6516
65170,1954-12-13,6517
65180,1913-08-02,6518
65190,1912-01-02,6519
65200,1951-03-12,6520
65210,1961-03-10,6521
65220,1913-12-29,6522
65230,1975-06-27,6523
65240,1985-10-30,6524
65250,1921-11-02,6525
65260,2007-05-23,6526
65270,2000-04-28,6527
65280,1984-04-23,6528
65290,1938-03-18,6529
65300,2019-10-24,6530
65310,1934-01-19,6531
65320,1945-07-21,6532
65330,1994-06-01,6533
65340,1957-06-11,6534
65350,1951-07-28,6535
65360,1968-03-16,6536
65370,1913-06-25,6537
65380,1995-12-23,6538
65390,1967-12-13,6539
65400,1927-01-28,6540
65410,1976-11-22,6541
65420,2017-08-13,6542
65430,1995-06-24,6543
65440,1944-05-17,6544
65450,1940-10-18,6545
65460,1913-12-12,6546
65470,1945-08-26,6547
65480,1993-10-28,6548
65490,1937-01-26,6549
65500,1906-12-11,6550
65510,2019-07-28,6551
65520,1991-07-22,6552
65530,2014-01-20,6553
65540,1999-11-03,6554
65550,1981-10-25,6555
65560,1972-10-08,6556
65570,2001-08-24,6557
65580,2012-10-27,6558
65590,1938-11-29,6559
65600,1992-10-17,6560
65610,1977-10-29,6561
65620,1999-07-06,6562
65630,1938-10-30,6563
65640,1956-02-13,6564
65650,1981-12-16,6565
65660,2020-01-21,6566
65670,2003-11-21,6567
65680,1920-01-26,6568
65690,2016-02-01,6569
65700,1949-03-13,6570
65710,1983-05-23,6571
65720,1970-03-19,6572
65730,1963-04-30,6573
65740,1945-11-20,6574
65750,1995-07-11,6575
65760,2001-07-04,6576
65770,1949-02-02,6577
65780,1956-01-02,6578
65790,1990-12-16,6579
65800,1929-03-23,6580
65810,1919-05-11,6581
65820,1936-03-27,6582
65830,1977-10-06,6583
65840,1920-01-21,6584
65850,1959-10-05,6585
65860,1958-05-12,6586
65870,1943-06-05,6587
65880,1972-08-02,6588
65890,1913-04-14,6589
65900,1952-05-02,6590
65910,1948-01-24,6591
65920,1951-09-24,6592
65930,1914-11-12,6593
65940,1907-02-14,6594
65950,2013-09-18,6595
65960,1993-05-30,6596
65970,1973-10-21,6597
65980,1976-11-22,6598
65990,1946-11-09,6599
66000,1963-06-02,6600
66010,1985-07-11,6601
66020,1929-02-24,6602
66030,1999-01-19,6603
66040,1976-07-15,6604
66050,1921-04-09,6605
66060,2019-11-22,6606
66070,2007-06-21,6607
66080,1965-06-12,6608
66090,2000-10-31,6609
66100,1990-08-01,6610
66110,2005-03-19,6611
66120,1968-02-16,6612
66130,2016-07-10,6613
66140,2012-09-10,6614
66150,1984-09-08,6615
66160,1960-07-23,6616
66170,1977-07-16,6617
66180,1996-08-29,6618
66190,1906-07-29,6619
66200,2005-07-19,6620
66210,1947-09-01,6621
66220,1921-09-10,6622
66230,2015-10-17,6623
66240,2004-11-26,6624
66250,1919-06-01,6625
66260,2015-09-30,6626
66270,1918-11-09,6627
66280,1922-03-20,6628
66290,1973-12-15,6629
66300,1952-10-10,6630
66310,2010-09-22,6631
66320,1996-10-25,6632
66330,1945-02-18,6633
66340,1957-11-03,6634
66350,1949-08-06,6635
66360,2009-05-12,6636
66370,1934-07-14,6637
66380,1951-01-09,6638
66390,1962-06-22,6639
66400,1949-02-03,6640
66410,1993-01-05,6641
66420,1968-12-11,6642
66430,1911-05-17,6643
66440,1994-06-17,6644
66450,2012-12-10,6645
66460,1956-06-24,6646
66470,1955-06-24,6647
66480,1991-05-14,6648
66490,2000-09-24,6649
66500,1946-03-19,6650
66510,1958-03-01,6651
66520,2010-08-16,6652
66530,1918-05-24,6653
66540,1926-03-21,6654
66550,1985-09-13,6655
66560,1972-02-15,6656
66570,1910-02-05,6657
66580,1953-07-10,6658
66590,2008-04-07,6659
66600,1931-07-21,6660
66610,1945-12-03,6661
66620,1965-04-03,6662
66630,1927-03-26,6663
66640,1960-12-03,6664
66650,1915-09-02,6665
66660,2001-10-24,6666
66670,1918-08-11,6667
66680,2016-04-17,6668
66690,1940-10-05,6669
66700,1905-02-27,6670
66710,1914-12-01,6671
66720,1965-02-06,6672
66730,1977-12-05,6673
66740,1914-11-25,6674
66750,2007-11-20,6675
66760,1994-05-15,6676
66770,1998-09-07,6677
66780,2018-11-11,6678
66790,1960-05-23,6679
66800,1973-09-02,6680
66810,1962-02-23,6681
66820,1967-10-17,6682
66830,1921-10-21,6683
66840,1984-01-31,6684
66850,1948-06-28,6685
66860,1973-12-07,6686
66870,2005-01-11,6687
66880,1953-09-14,6688
66890,1919-11-09,6689
66900,1915-01-05,6690
66910,1949-06-28,6691
66920,1994-11-01,6692
66930,1965-04-15,6693
66940,1981-06-27,6694
66950,1905-11-19,6695
66960,1935-05-29,6696
66970,1997-03-02,6697
66980,1912-10-12,6698
66990,1969-10-04,6699
67000,1926-06-13,6700
67010,1958-01-06,6701
67020,1952-06-10,6702
67030,1970-12-08,6703
67040,1940-06-11,6704
67050,1956-07-12,6705
67060,1919-04-05,6706
67070,2014-08-08,6707
67080,1937-09-05,6708
67090,1949-12-15,6709
67100,1946-01-23,6710
67110,1924-11-22,6711
67120,1942-06-04,6712
67130,1913-10-10,6713
67140,1975-03-26,6714
67150,1972-12-02,6715
67160,1974-12-03,6716
67170,1955-05-20,6717
67180,1961-05-30,6718
67190,1982-12-18,6719
67200,1931-02-26,6720
67210,1924-10-08,6721
67220,1967-05-21,6722
67230,1916-10-11,6723
67240,1914-09-10,6724
67250,1943-04-18,6725
67260,1982-01-27,6726
67270,1920-07-10,6727
67280,1945-03-20,6728
67290,1982-02-11,6729
67300,1918-04-07,6730
67310,1943-05-29,6731
67320,1996-03-10,6732
67330,1909-11-30,6733
67340,1953-07-10,6734
67350,2006-10-26,6735
67360,1972-07-17,6736
67370,2002-08-30,6737
67380,1993-01-09,6738
67390,1947-02-14,6739
67400,1986-11-06,6740
67410,1986-01-21,6741
67420,1945-11-17,6742
67430,1943-12-09,6743
67440,2009-02-24,6744
67450,1947-10-02,6745
67460,2005-10-30,6746
67470,2008-11-24,6747
67480,1952-04-18,6748
67490,1959-10-31,6749
67500,1964-02-05,6750
67510,2018-05-09,6751
67520,1942-11-27,6752
67530,1957-07-09,6753
67540,1968-08-30,6754
67550,1912-03-27,6755
67560,2008-05-14,6756
67570,1915-12-24,6757
67580,1987-02-19,6758
67590,1912-09-26,6759
67600,1972-04-08,6760
67610,1958-06-20,6761
67620,1910-12-21,6762
67630,1904-11-27,6763
67640,1989-03-21,6764
67650,1905-02-09,6765
67660,1924-12-05,6766
67670,1984-07-30,6767
67680,1997-12-23,6768
67690,2002-09-03,6769
67700,1973-04-17,6770
67710,1990-08-14,6771
67720,2009-06-01,6772
67730,1955-06-27,6773
67740,1912-12-29,6774
67750,1934-08-21,6775
67760,1998-02-05,6776
67770,1945-05-22,6777
67780,1948-04-12,6778
67790,1980-10-15,6779
67800,1987-01-16,6780
67810,2009-10-24,6781
67820,1989-02-09,6782
67830,1919-12-08,6783
67840,1915-07-24,6784
67850,1989-10-16,6785
67860,1956-06-08,6786
67870,1908-06-18,6787
67880,2006-08-25,6788
67890,1977-03-04,6789
67900,1937-09-19,6790
67910,1977-05-14,6791
67920,1923-12-25,6792
67930,1944-10-09,6793
67940,2009-02-28,6794
67950,1937-04-17,6795
67960,1923-03-15,6796
67970,2002-01-17,6797
67980,1973-04-29,6798
67990,1992-07-24,6799
68000,1979-09-24,6800
68010,1980-08-21,6801
68020,1973-02-12,6802
68030,1963-01-17,6803
68040,1977-12-01,6804
68050,1950-05-22,6805
68060,1930-10-14,6806
68070,1973-03-22,6807
68080,1931-02-18,6808
68090,1977-09-13,6809
68100,1944-05-28,6810
68110,1988-03-04,6811
68120,1949-04-07,6812
68130,1969-07-05,6813
68140,1930-02-18,6814
68150,1957-11-04,6815
68160,1947-12-18,6816
68170,1909-03-05,6817
68180,1906-03-11,6818
68190,1937-05-04,6819
68200,1936-08-27,6820
68210,2018-08-31,6821
68220,2014-12-26,6822
68230,2019-02-05,6823
68240,1973-08-17,6824
68250,1990-07-01,6825
68260,1988-12-25,6826
68270,1958-12-05,6827
68280,1921-08-02,6828
68290,2001-09-16,6829
68300,2003-05-28,6830
68310,2009-10-16,6831
68320,1960-09-18,6832
68330,1975-05-27,6833
68340,2012-02-25,6834
68350,1966-08-30,6835
68360,1953-05-28,6836
68370,1950-04-25,6837
68380,1905-04-03,6838
68390,1926-12-25,6839
68400,1954-02-21,6840
68410,1920-01-02,6841
68420,1918-02-13,6842
68430,1907-03-09,6843
68440,1988-04-27,6844
68450,2019-12-03,6845
68460,1955-05-22,6846
68470,2004-02-06,6847
