labname,size_student,size_staff,labdept
5742,28,50,Gambia
5743,8,46,Korea South
5744,60,7,Korea South
5745,92,39,Albania
5746,20,26,Andorra
5747,69,20,Andorra
5748,69,24,Ecuador
5749,77,25,Germany
5750,38,40,Italy
5751,20,35,Georgia
5752,27,29,Italy
5753,68,8,Czech
5754,60,33,Georgia
5755,72,11,Angola
5756,37,36,Korea South
5757,90,11,Algeria
5758,34,21,France
5759,92,39,Denmark
5760,19,41,Djibouti
5761,96,23,East Timor
5762,42,30,Ireland
5763,42,29,Antigua
5764,9,27,Angola
5765,36,40,Cyprus
5766,49,31,Ireland
5767,57,12,Colombia
5768,86,19,Dominica
5769,96,25,Republic
5770,93,38,Argentina
5771,9,42,Georgia
5772,35,49,Germany
5773,7,33,Japan
5774,78,21,Costa Rica
5775,73,37,Japan
5776,63,18,United Kingdom
5777,63,6,Korea South
5778,9,16,Egypt
5779,2,25,Dominica
5780,84,27,France
5781,23,37,Denmark
5782,46,45,Afghanistan
5783,2,25,Congo
5784,55,34,Argentina
5785,52,39,United Kingdom
5786,99,27,Cuba
5787,73,32,Germany
5788,14,12,Andorra
5789,90,43,Cuba
5790,69,28,China
5791,80,19,Czech
5792,81,13,Antigua
5793,72,3,Germany
5794,70,22,Czech
5795,27,16,Angola
5796,97,4,Ireland
5797,65,30,Korea South
5798,61,40,Antigua
5799,98,41,Ecuador
5800,34,46,Denmark
5801,95,40,Colombia
5802,28,43,Croatia
5803,66,19,Italy
5804,15,3,Cuba
5805,73,31,Congo
5806,36,26,Costa Rica
5807,16,7,Japan
5808,19,33,Gambia
5809,74,1,Ireland
5810,77,10,Antigua
5811,19,6,Argentina
5812,87,47,Croatia
5813,6,32,Costa Rica
5814,53,27,Gambia
5815,30,34,Korea South
5816,91,2,Congo
5817,32,39,Congo
5818,97,27,Algeria
5819,17,32,Comoros
5820,23,3,Afghanistan
5821,16,29,Egypt
5822,67,33,Comoros
5823,35,29,Georgia
5824,63,43,Cuba
5825,35,31,Dominica
5826,49,11,France
5827,85,28,Algeria
5828,55,20,Afghanistan
5829,13,23,Croatia
5830,27,7,Germany
5831,27,42,Djibouti
5832,96,23,Ecuador
5833,46,8,Denmark
5834,89,29,Colombia
5835,29,4,Argentina
5836,41,41,Dominican Republic
5837,82,27,Angola
5838,5,48,Korea South
5839,75,45,Ecuador
5840,91,39,Cuba
5841,24,9,Algeria
5842,63,10,Colombia
5843,85,18,Korea South
5844,4,33,Georgia
5845,50,16,France
5846,100,49,East Timor
5847,64,38,Gabon
5848,55,16,Argentina
5849,71,9,Egypt
5850,39,32,Argentina
5851,7,17,Gambia
5852,16,21,Georgia
5853,86,28,Croatia
5854,72,29,Angola
5855,81,16,Croatia
5856,56,12,Congo
5857,5,15,Albania
5858,47,16,France
5859,88,21,United Kingdom
5860,79,16,Denmark
5861,61,10,Antigua
5862,7,19,Egypt
5863,14,37,Japan
5864,73,45,Dominican Republic
5865,100,1,Denmark
5866,71,18,Algeria
5867,84,25,Egypt
5868,85,29,Korea South
5869,44,26,Afghanistan
5870,98,45,Denmark
5871,67,19,Japan
5872,72,33,Italy
5873,77,41,Afghanistan
5874,97,4,Cyprus
5875,74,43,Afghanistan
5876,44,3,East Timor
5877,41,46,Germany
5878,78,2,United States
5879,41,6,Argentina
5880,64,16,Djibouti
5881,19,10,Cuba
5882,68,18,Egypt
5883,40,37,Dominican Republic
5884,50,35,France
5885,55,41,United States
5886,46,50,East Timor
5887,45,50,Colombia
5888,60,1,Italy
5889,10,12,Egypt
5890,47,39,France
5891,61,41,France
5892,38,4,Comoros
5893,66,26,Cuba
5894,65,1,Ireland
5895,95,45,France
5896,59,28,Antigua
5897,49,17,Ecuador
5898,9,30,Dominican Republic
5899,51,2,United Kingdom
5900,8,5,Comoros
5901,77,15,Republic
5902,16,6,Egypt
5903,61,39,Japan
5904,8,35,Afghanistan
5905,57,19,Croatia
5906,75,1,Cuba
5907,44,41,China
5908,25,50,China
5909,1,44,Cuba
5910,37,35,Gambia
5911,78,18,Dominican Republic
5912,65,16,Algeria
5913,20,42,Denmark
5914,92,17,Egypt
5915,66,1,East Timor
5916,76,44,Congo
5917,38,32,Gambia
5918,57,17,Japan
5919,38,25,Egypt
5920,78,47,Czech
5921,57,40,Congo
5922,34,39,Costa Rica
5923,96,19,France
5924,7,46,Cuba
5925,82,17,Germany
5926,64,36,Croatia
5927,65,12,Italy
5928,83,39,Ecuador
5929,95,26,China
5930,89,15,United Kingdom
5931,75,40,Ecuador
5932,14,11,Angola
5933,94,20,France
5934,71,37,Japan
5935,94,18,Denmark
5936,43,21,Djibouti
5937,42,2,Cyprus
5938,29,2,France
5939,7,3,Dominica
5940,16,30,Japan
5941,86,42,Colombia
5942,90,44,Djibouti
5943,78,22,Gabon
5944,69,50,Algeria
5945,71,1,United Kingdom
5946,86,40,Costa Rica
5947,33,39,East Timor
5948,68,20,Egypt
5949,75,46,Albania
5950,26,31,Colombia
5951,15,13,Djibouti
5952,43,22,Czech
5953,66,28,Cyprus
5954,39,32,Japan
5955,39,50,Republic
5956,57,50,Germany
5957,44,7,Cuba
5958,16,23,Dominican Republic
5959,32,47,Korea South
5960,52,24,Cuba
5961,28,10,Gabon
5962,26,20,United States
5963,20,26,Dominican Republic
5964,95,40,Croatia
5965,30,49,Antigua
5966,69,46,East Timor
5967,47,15,United Kingdom
5968,48,20,Republic
5969,78,32,Andorra
5970,22,23,France
5971,74,37,Djibouti
5972,41,1,Gambia
5973,60,30,Republic
5974,51,2,Algeria
5975,24,13,Germany
5976,95,33,United Kingdom
5977,1,33,United Kingdom
5978,84,30,Argentina
5979,90,38,Republic
5980,26,45,Korea South
5981,28,40,Germany
5982,6,10,Korea South
5983,33,23,China
5984,2,18,Cyprus
5985,23,6,Djibouti
5986,9,46,Angola
5987,35,34,China
5988,66,6,Costa Rica
5989,5,25,United Kingdom
5990,88,26,Italy
5991,17,33,Congo
5992,12,42,China
5993,56,39,United Kingdom
5994,39,48,Cyprus
5995,3,47,Denmark
5996,73,18,France
5997,72,31,Croatia
5998,6,42,Gambia
5999,50,37,Cyprus
6000,92,4,Czech
6001,13,22,Ecuador
6002,57,6,France
6003,10,4,China
6004,86,30,Czech
6005,87,45,Dominica
6006,87,10,China
6007,84,36,Cyprus
6008,89,26,Dominican Republic
6009,46,17,Congo
6010,48,1,Argentina
6011,98,11,Comoros
6012,74,10,Congo
6013,16,10,France
6014,75,44,Korea South
6015,64,39,Andorra
6016,6,14,Gambia
6017,70,25,Antigua
6018,77,13,Albania
6019,45,32,Germany
6020,58,35,Afghanistan
6021,67,3,Congo
6022,72,3,Croatia
6023,79,26,Afghanistan
6024,11,1,Egypt
6025,18,41,Germany
6026,26,15,Congo
6027,27,15,France
6028,30,25,Gabon
6029,79,33,Costa Rica
6030,78,4,United States
6031,26,38,Denmark
6032,79,19,Argentina
6033,34,5,Cuba
6034,40,33,Colombia
6035,57,5,Cuba
6036,35,11,Dominican Republic
6037,67,48,Gambia
6038,22,41,Angola
6039,34,1,Korea South
6040,16,47,Ireland
6041,39,22,Djibouti
6042,35,2,Afghanistan
6043,21,20,Dominican Republic
6044,48,29,Djibouti
6045,74,9,France
6046,49,4,Ireland
6047,58,49,Antigua
6048,10,31,United States
6049,88,41,Dominica
6050,93,38,Denmark
6051,68,5,Denmark
6052,24,10,United States
6053,14,46,Colombia
6054,63,14,Dominica
6055,6,44,Comoros
6056,43,5,China
6057,42,33,Dominican Republic
6058,60,17,Angola
6059,41,49,Albania
6060,66,4,Afghanistan
6061,60,40,Egypt
6062,68,3,Antigua
6063,88,4,Antigua
6064,39,4,Ireland
6065,42,49,East Timor
6066,66,44,Cuba
6067,24,7,Colombia
6068,95,17,Andorra
6069,86,40,Albania
6070,20,11,Argentina
6071,41,2,Dominican Republic
6072,32,11,Republic
6073,86,19,Comoros
6074,34,34,Argentina
6075,30,21,Cuba
6076,79,49,Cuba
6077,57,22,Ireland
6078,56,50,Czech
6079,73,32,Djibouti
6080,16,28,Ecuador
6081,74,3,Gabon
6082,39,1,United States
6083,24,12,Germany
6084,57,20,United Kingdom
6085,43,15,Andorra
6086,19,4,United Kingdom
6087,60,28,Ecuador
6088,72,31,Congo
6089,96,22,United Kingdom
6090,60,17,Cyprus
6091,83,1,Cyprus
6092,60,22,Dominica
6093,50,28,Andorra
6094,53,16,Angola
6095,69,40,Andorra
6096,66,12,Japan
6097,75,28,Cyprus
6098,71,14,Czech
6099,37,4,China
6100,54,2,Andorra
6101,2,48,Congo
6102,10,44,Ireland
6103,69,46,Dominican Republic
6104,20,22,Korea South
6105,21,46,Korea South
6106,80,17,Ireland
6107,88,5,Croatia
6108,97,49,Egypt
6109,2,35,Colombia
6110,67,7,Ireland
6111,51,32,Cyprus
6112,38,44,Costa Rica
6113,59,37,East Timor
6114,63,50,Egypt
6115,31,34,Argentina
6116,22,3,Colombia
6117,18,47,Angola
6118,43,14,Ireland
6119,78,45,Andorra
6120,86,39,Ireland
6121,80,44,Egypt
6122,96,23,Albania
6123,14,3,Cyprus
6124,73,10,Dominican Republic
6125,61,27,East Timor
6126,27,15,Ireland
6127,50,23,United States
6128,53,48,Congo
6129,34,19,United Kingdom
6130,67,18,Czech
6131,66,47,Cyprus
6132,43,7,Georgia
6133,65,27,China
6134,27,38,Ireland
6135,88,42,Angola
6136,78,6,Czech
6137,48,19,United Kingdom
6138,53,28,Argentina
6139,93,35,Albania
6140,55,12,Gambia
6141,15,4,Afghanistan
6142,91,26,Germany
6143,34,17,Denmark
6144,86,26,Denmark
6145,82,31,Dominica
6146,17,31,Egypt
6147,51,39,Argentina
6148,16,25,Algeria
6149,9,25,Colombia
6150,62,20,Ireland
6151,96,18,Dominica
6152,85,5,Gambia
6153,26,19,Antigua
6154,92,23,Japan
6155,96,9,Algeria
6156,35,19,Korea South
6157,28,26,Andorra
6158,71,4,Georgia
6159,77,19,Cuba
6160,78,47,Georgia
6161,43,32,Afghanistan
6162,100,32,France
6163,47,43,Korea South
6164,57,32,Colombia
6165,94,4,Cyprus
6166,26,20,Czech
6167,10,21,Andorra
6168,1,33,Antigua
6169,32,23,Republic
6170,20,35,Dominican Republic
6171,29,41,Cuba
6172,37,38,Antigua
6173,78,9,United States
6174,6,8,Japan
6175,96,36,Albania
6176,68,40,Cyprus
6177,71,12,Gabon
6178,2,19,Algeria
6179,44,3,Djibouti
6180,73,5,Algeria
6181,10,49,Denmark
6182,75,26,Germany
6183,54,37,Cuba
6184,44,45,Republic
6185,27,10,Dominican Republic
6186,49,14,Republic
6187,44,8,Cuba
6188,75,32,Georgia
6189,10,26,Costa Rica
6190,31,28,United Kingdom
6191,47,11,Comoros
6192,3,35,Japan
6193,27,32,Gabon
6194,9,40,Japan
6195,10,30,Djibouti
6196,65,35,Dominica
6197,70,18,Gambia
6198,64,22,Angola
6199,55,35,Japan
6200,55,31,Andorra
6201,96,11,Comoros
6202,96,16,Andorra
6203,97,4,Algeria
6204,27,8,Gambia
6205,58,11,Antigua
6206,28,30,Algeria
6207,97,29,Japan
6208,53,49,Antigua
6209,6,45,Ireland
6210,76,6,Djibouti
6211,85,49,France
6212,86,25,Antigua
6213,76,39,Czech
6214,50,25,China
6215,82,41,Djibouti
6216,99,36,Georgia
6217,48,4,Algeria
6218,68,41,Egypt
6219,100,14,Egypt
6220,97,14,Djibouti
6221,99,49,Dominican Republic
6222,83,8,Djibouti
6223,4,50,Georgia
6224,32,19,Georgia
6225,39,35,Gambia
6226,37,40,Ecuador
6227,64,25,Ireland
6228,63,24,Albania
6229,28,17,Algeria
6230,78,25,Congo
6231,76,22,Colombia
6232,15,34,Congo
6233,16,19,Czech
6234,86,17,Italy
6235,92,39,Comoros
6236,63,21,Congo
6237,45,2,Cuba
6238,54,21,Denmark
6239,41,39,Comoros
6240,30,34,United Kingdom
6241,81,7,Congo
6242,65,30,Cuba
6243,60,41,Georgia
6244,2,24,Croatia
6245,33,16,Republic
6246,22,19,Georgia
6247,39,29,United Kingdom
6248,30,38,Germany
6249,51,22,United States
6250,11,14,Algeria
6251,64,48,Afghanistan
6252,33,32,China
6253,24,32,China
6254,84,22,Egypt
6255,23,27,Korea South
6256,86,37,Angola
6257,65,50,Italy
6258,36,39,Djibouti
6259,90,24,France
6260,9,21,Costa Rica
6261,27,44,Croatia
6262,28,24,Dominican Republic
6263,3,7,Cyprus
6264,91,43,Afghanistan
6265,53,46,Croatia
6266,93,47,Czech
6267,25,28,Croatia
6268,40,47,Egypt
6269,64,45,Congo
6270,58,3,Cyprus
6271,71,32,Colombia
6272,62,48,Georgia
6273,22,40,Czech
6274,13,2,Angola
6275,26,13,Ireland
6276,45,39,Georgia
6277,45,1,Dominica
6278,62,17,Republic
6279,55,31,China
6280,57,31,Dominica
6281,27,35,Japan
6282,72,8,Congo
6283,80,45,Dominican Republic
6284,18,20,Egypt
6285,34,43,Gambia
6286,90,6,Egypt
6287,18,11,Argentina
6288,66,15,Germany
6289,64,29,Gabon
6290,81,35,Germany
6291,68,32,Djibouti
6292,8,40,Albania
6293,22,34,Croatia
6294,46,27,Antigua
6295,5,24,Andorra
6296,74,4,Georgia
6297,18,5,United Kingdom
6298,64,3,Gabon
6299,28,23,Japan
6300,84,39,Dominica
6301,46,40,Congo
6302,31,2,Czech
6303,55,16,Congo
6304,79,42,Cyprus
6305,85,18,Denmark
6306,38,19,Comoros
6307,26,9,Gambia
6308,42,3,Gabon
6309,99,14,Angola
6310,16,29,Cuba
6311,67,26,Gabon
6312,15,1,Andorra
6313,51,6,Ireland
6314,99,39,China
6315,35,8,Andorra
6316,46,45,United States
6317,40,35,Gambia
6318,25,13,Gambia
6319,21,34,Colombia
6320,46,27,Dominican Republic
6321,10,41,Ecuador
6322,85,42,Albania
6323,26,39,Comoros
6324,57,32,Gambia
6325,90,16,Costa Rica
6326,56,16,Japan
6327,7,44,Gabon
6328,8,30,Andorra
6329,91,23,Gabon
6330,82,15,Congo
6331,100,32,Comoros
6332,12,50,Angola
6333,36,29,Korea South
6334,70,8,Croatia
6335,4,37,Republic
6336,92,9,Cyprus
6337,96,46,Dominican Republic
6338,58,14,United States
6339,28,8,Germany
6340,25,8,Djibouti
6341,86,18,Cuba
6342,18,19,Antigua
6343,69,38,Georgia
6344,20,31,Korea South
6345,44,9,Afghanistan
6346,2,17,Costa Rica
6347,85,33,Gabon
6348,6,33,Congo
6349,81,32,Croatia
6350,23,49,Czech
6351,15,27,Cuba
6352,51,9,East Timor
6353,56,37,Germany
6354,28,28,Italy
6355,8,42,Cyprus
6356,80,30,Dominican Republic
6357,98,28,Ecuador
6358,30,28,East Timor
6359,64,6,Dominican Republic
6360,87,15,Czech
6361,84,40,East Timor
6362,37,33,Antigua
6363,51,19,Czech
6364,9,21,Djibouti
6365,39,6,France
6366,92,1,Georgia
6367,21,44,China
6368,32,16,Costa Rica
6369,7,24,Afghanistan
6370,80,24,United Kingdom
6371,60,21,Croatia
6372,38,31,Gambia
6373,94,7,Italy
6374,51,13,Congo
6375,90,42,Korea South
6376,12,15,Germany
6377,96,4,France
6378,30,25,Croatia
6379,67,18,Korea South
6380,45,6,Djibouti
6381,67,38,France
6382,71,47,United Kingdom
6383,27,2,Gabon
6384,17,35,Algeria
6385,96,50,United States
6386,6,32,Egypt
6387,10,16,Egypt
6388,70,11,Colombia
6389,27,7,Albania
6390,24,40,Ireland
6391,12,30,Croatia
6392,50,32,France
6393,62,49,Cuba
6394,85,20,Congo
6395,54,15,China
6396,96,35,Argentina
6397,41,49,Djibouti
6398,15,6,Djibouti
6399,22,42,Czech
6400,57,35,Korea South
6401,18,37,Angola
6402,86,41,Congo
6403,47,4,Cuba
6404,74,41,Ecuador
6405,56,16,Antigua
6406,63,3,Algeria
6407,21,13,Czech
6408,29,1,Georgia
6409,7,3,Dominica
6410,50,33,East Timor
6411,23,23,Cyprus
6412,50,18,Gambia
6413,63,5,United States
6414,23,38,Albania
6415,34,37,Cuba
6416,3,1,Cuba
6417,35,45,Georgia
6418,47,3,Dominica
6419,22,33,Angola
6420,42,5,Comoros
6421,2,33,Andorra
6422,33,37,Cyprus
6423,22,45,Croatia
6424,17,22,Korea South
6425,46,45,Egypt
6426,38,49,Costa Rica
6427,52,20,Angola
6428,14,11,East Timor
6429,56,48,Andorra
6430,93,15,Djibouti
6431,75,20,Colombia
6432,45,5,Angola
6433,50,37,Japan
6434,45,40,Denmark
6435,100,36,Georgia
6436,55,10,Comoros
6437,56,42,Antigua
6438,11,19,China
6439,37,49,Colombia
6440,45,9,Gabon
6441,45,44,Gabon
6442,35,25,Algeria
6443,29,1,Korea South
6444,68,26,Japan
6445,100,6,Korea South
6446,58,7,Dominican Republic
6447,30,42,Costa Rica
6448,100,43,Japan
6449,16,40,Cyprus
6450,10,8,Andorra
6451,5,46,Republic
6452,60,23,Denmark
6453,56,18,Ireland
6454,100,5,Denmark
6455,61,35,France
6456,72,34,China
6457,17,22,Ecuador
6458,45,35,Italy
6459,85,31,Croatia
6460,38,36,Gambia
6461,44,10,Djibouti
6462,21,33,Croatia
6463,52,48,Croatia
6464,30,45,France
6465,57,47,Congo
6466,22,17,Germany
6467,60,44,Albania
6468,29,48,Ecuador
6469,48,22,Gambia
6470,59,9,Japan
6471,74,23,Czech
6472,86,8,Ireland
6473,51,39,Croatia
6474,87,18,Japan
6475,75,45,Algeria
6476,30,12,Albania
6477,96,33,Antigua
6478,59,48,Gambia
6479,38,22,United Kingdom
6480,22,27,Germany
6481,92,20,Dominica
6482,16,35,Republic
6483,31,32,East Timor
6484,95,46,Argentina
6485,79,14,Djibouti
6486,61,7,Republic
6487,53,17,Ireland
6488,87,10,United Kingdom
6489,50,40,Dominica
6490,34,3,Germany
6491,6,4,Congo
6492,3,29,Afghanistan
6493,45,24,Czech
6494,100,50,Costa Rica
6495,4,50,East Timor
6496,50,45,China
6497,56,20,Albania
6498,32,43,Denmark
6499,63,38,Gabon
6500,71,37,Albania
6501,82,31,Andorra
6502,34,23,Angola
6503,43,13,Angola
6504,83,5,Gabon
6505,12,20,Comoros
6506,74,35,France
6507,64,17,Antigua
6508,32,6,United States
6509,34,47,Denmark
6510,4,38,Djibouti
6511,1,48,East Timor
6512,16,7,Japan
6513,62,7,Congo
6514,60,15,United States
6515,2,24,Germany
6516,67,41,Gabon
6517,65,3,Italy
6518,59,4,Ecuador
6519,82,27,Korea South
6520,82,36,Colombia
6521,2,43,Albania
6522,62,12,Algeria
6523,1,12,Japan
6524,28,22,Congo
6525,50,4,Antigua
6526,45,4,Italy
6527,78,11,Afghanistan
6528,77,12,Croatia
6529,15,46,Comoros
6530,56,28,Denmark
6531,77,36,Georgia
6532,100,7,Algeria
6533,49,49,China
6534,27,17,Antigua
6535,60,27,China
6536,50,44,Antigua
6537,95,3,Algeria
6538,90,30,Czech
6539,59,11,Gambia
6540,47,8,Gambia
6541,85,41,Cuba
6542,67,42,Gambia
6543,19,11,Comoros
6544,82,37,China
6545,56,44,East Timor
6546,12,18,Cuba
6547,14,33,Costa Rica
6548,72,31,Republic
6549,33,19,Afghanistan
6550,53,48,Angola
6551,62,46,China
6552,38,41,Argentina
6553,1,14,United Kingdom
6554,11,29,Gambia
6555,56,42,Korea South
6556,68,37,Georgia
6557,24,1,Argentina
6558,60,49,United States
6559,25,1,Djibouti
6560,91,1,Dominica
6561,11,46,Gambia
6562,36,6,Czech
6563,86,15,United States
6564,92,15,Comoros
6565,100,26,China
6566,90,8,Czech
6567,28,5,Cyprus
6568,76,40,United Kingdom
6569,82,37,Cuba
6570,70,29,Ireland
6571,79,42,Afghanistan
6572,12,1,Egypt
6573,80,16,Afghanistan
6574,45,3,Croatia
6575,53,41,Dominica
6576,92,13,Algeria
6577,42,43,Cuba
6578,79,12,Dominica
6579,47,5,Korea South
6580,3,49,France
6581,9,48,Congo
6582,66,21,Italy
6583,18,29,Comoros
6584,40,13,United Kingdom
6585,59,39,Croatia
6586,52,39,France
6587,7,36,East Timor
6588,79,37,Gabon
6589,7,41,Czech
6590,19,15,Korea South
6591,59,46,Croatia
6592,86,40,Andorra
6593,42,37,China
6594,29,41,United States
6595,90,29,Italy
6596,92,39,Denmark
6597,35,21,Denmark
6598,56,7,United States
6599,56,47,Gabon
6600,52,31,Comoros
6601,92,19,France
6602,97,19,Argentina
6603,98,4,Congo
6604,82,34,Cyprus
6605,7,15,Gambia
6606,83,50,Angola
6607,53,34,Germany
6608,25,33,Colombia
6609,71,26,Denmark
6610,27,42,Argentina
6611,82,23,Antigua
6612,32,35,Czech
6613,100,7,Afghanistan
6614,43,37,Djibouti
6615,67,31,Cyprus
6616,100,45,Costa Rica
6617,68,44,Albania
6618,73,27,United States
6619,1,38,Angola
6620,97,17,Korea South
6621,43,39,Angola
6622,33,48,United Kingdom
6623,57,19,Republic
6624,45,11,Italy
6625,34,30,Afghanistan
6626,98,34,Colombia
6627,11,37,Argentina
6628,32,7,Dominican Republic
6629,7,9,Italy
6630,38,5,Egypt
6631,87,23,Cyprus
6632,75,27,Gabon
6633,59,50,Cyprus
6634,82,12,Andorra
6635,54,3,Ireland
6636,35,11,China
6637,46,42,Colombia
6638,54,9,Georgia
6639,58,31,Cyprus
6640,53,37,Japan
6641,49,37,Ecuador
6642,95,27,Egypt
6643,51,26,Czech
6644,46,32,Argentina
6645,70,26,East Timor
6646,52,8,Czech
6647,21,33,Germany
6648,45,8,China
6649,82,20,China
6650,56,40,Korea South
6651,84,29,Georgia
6652,3,28,Colombia
6653,84,6,Dominica
6654,39,4,Albania
6655,32,45,Cuba
6656,54,46,Japan
6657,73,27,United Kingdom
6658,52,39,Congo
6659,3,35,Comoros
6660,49,40,Czech
6661,28,15,United States
6662,28,40,Angola
6663,3,39,Gambia
6664,71,47,Angola
6665,47,11,Antigua
6666,95,37,Antigua
6667,35,14,Albania
6668,71,35,Czech
6669,34,16,Dominican Republic
6670,65,47,Cuba
6671,22,44,Cyprus
6672,28,26,Argentina
6673,1,17,China
6674,32,11,Germany
6675,36,2,Italy
6676,92,46,Egypt
6677,50,12,Algeria
6678,5,50,Costa Rica
6679,79,21,Andorra
6680,18,41,United States
6681,11,20,China
6682,47,6,Republic
6683,93,34,Korea South
6684,9,5,Angola
6685,68,40,Argentina
6686,49,17,Dominica
6687,50,36,Japan
6688,28,30,Dominican Republic
6689,58,32,Argentina
6690,61,21,Croatia
6691,73,29,France
6692,80,41,East Timor
6693,45,25,Dominica
6694,38,33,Czech
6695,50,46,Algeria
6696,95,46,Croatia
6697,62,47,Italy
6698,5,13,East Timor
6699,85,27,Italy
6700,88,6,Cyprus
6701,68,3,Czech
6702,45,13,Congo
6703,92,39,Croatia
6704,25,26,Afghanistan
6705,47,3,Albania
6706,54,46,Denmark
6707,35,31,Comoros
6708,21,12,Denmark
6709,54,17,Comoros
6710,63,35,Comoros
6711,95,33,Djibouti
6712,89,12,China
6713,52,42,Gabon
6714,27,21,Andorra
6715,10,34,Antigua
6716,31,3,Italy
6717,41,20,Germany
6718,68,35,Czech
6719,30,24,East Timor
6720,84,28,East Timor
6721,72,14,China
6722,81,11,East Timor
6723,65,47,Ireland
6724,39,8,France
6725,20,7,Albania
6726,11,5,Denmark
6727,10,40,Gabon
6728,34,32,United Kingdom
6729,33,14,Algeria
6730,56,25,Cyprus
6731,30,21,Costa Rica
6732,5,34,Cuba
6733,28,45,Denmark
6734,42,4,Afghanistan
6735,66,40,United States
6736,12,30,Gambia
6737,22,22,Afghanistan
6738,92,4,Djibouti
6739,48,35,Japan
6740,61,17,Afghanistan
6741,14,46,Cuba
6742,89,22,Cuba
6743,21,4,Egypt
6744,60,37,Croatia
6745,49,18,United Kingdom
6746,1,26,Antigua
6747,64,5,Dominican Republic
6748,95,3,East Timor
6749,24,42,China
6750,91,22,Korea South
6751,62,42,Dominica
6752,78,24,Afghanistan
6753,42,40,Egypt
6754,9,3,Germany
6755,5,13,Argentina
6756,57,40,East Timor
6757,53,33,Ireland
6758,94,9,Colombia
6759,87,44,Costa Rica
6760,26,9,Italy
6761,38,6,France
6762,32,33,China
6763,29,3,Algeria
6764,90,26,Dominican Republic
6765,3,14,United Kingdom
6766,2,49,France
6767,15,35,Cuba
6768,41,23,Angola
6769,81,17,Comoros
6770,34,11,Germany
6771,33,43,United States
6772,83,4,Angola
6773,31,40,Afghanistan
6774,30,7,Dominican Republic
6775,65,28,Croatia
6776,97,24,Comoros
6777,72,48,Korea South
6778,9,1,Czech
6779,20,19,Ecuador
6780,29,22,Croatia
6781,23,31,United States
6782,51,18,China
6783,15,46,United Kingdom
6784,38,28,Cuba
6785,94,9,Cuba
6786,97,1,Argentina
6787,98,12,United Kingdom
6788,86,8,Angola
6789,83,47,Costa Rica
6790,79,13,Djibouti
6791,33,33,Dominican Republic
6792,27,32,Cyprus
6793,25,4,Czech
6794,84,23,Germany
6795,11,37,Cyprus
6796,67,23,Algeria
6797,48,30,Dominican Republic
6798,17,16,Italy
6799,60,19,Dominica
6800,95,12,Korea South
6801,63,2,United Kingdom
6802,7,38,Czech
6803,33,24,Germany
6804,60,37,Gambia
6805,30,28,Antigua
6806,85,18,Italy
6807,12,10,Gambia
6808,79,2,Korea South
6809,14,19,Germany
6810,31,7,Japan
6811,75,20,Germany
6812,74,10,Argentina
6813,97,46,Algeria
6814,11,29,Congo
6815,40,24,Ecuador
6816,38,47,Dominican Republic
6817,57,5,Angola
6818,55,23,Djibouti
6819,70,3,Egypt
6820,47,1,Egypt
6821,69,34,United States
6822,95,8,Congo
6823,2,7,Cyprus
6824,76,39,Dominica
6825,85,48,East Timor
6826,3,25,East Timor
6827,13,44,Cyprus
6828,12,10,Comoros
6829,3,5,Croatia
6830,45,33,China
6831,3,50,Korea South
6832,7,50,Andorra
6833,34,12,Albania
6834,51,31,United Kingdom
6835,74,21,Antigua
6836,74,38,Argentina
6837,30,47,Japan
6838,68,8,Egypt
6839,17,3,Dominica
6840,88,4,Dominican Republic
6841,35,28,Djibouti
6842,23,37,East Timor
6843,32,25,United States
6844,70,14,Korea South
6845,78,36,Gambia
6846,56,25,Congo
6847,29,17,Denmark
6848,81,36,Cuba
6849,9,5,Ireland
6850,21,28,Japan
6851,46,46,Italy
6852,44,34,Czech
6853,81,1,Andorra
6854,5,20,Gabon
6855,15,34,Republic
6856,40,17,Italy
6857,75,38,Angola
6858,35,39,Denmark
6859,50,20,Denmark
6860,100,46,Korea South
6861,41,22,Cuba
6862,96,16,Comoros
6863,21,5,Albania
6864,97,17,Ireland
6865,60,50,Czech
6866,73,32,Congo
6867,64,19,United Kingdom
6868,22,5,Antigua
6869,9,35,Antigua
6870,23,26,Dominican Republic
6871,99,20,Argentina
6872,41,23,Ecuador
6873,99,36,United States
6874,48,35,Croatia
6875,17,14,Costa Rica
6876,60,50,Egypt
6877,54,13,Croatia
6878,18,42,East Timor
6879,55,27,Ireland
6880,59,44,Japan
6881,92,8,Albania
6882,11,38,United States
6883,47,5,Argentina
6884,85,45,Croatia
6885,43,4,Cuba
6886,97,16,Andorra
6887,98,17,Costa Rica
6888,48,49,France
6889,88,33,Czech
6890,97,38,Comoros
6891,27,29,Germany
6892,31,24,Angola
6893,38,48,Albania
6894,10,32,Gambia
6895,62,41,Dominican Republic
6896,38,3,Afghanistan
6897,6,44,Albania
6898,17,18,Cyprus
6899,3,39,Gabon
6900,31,9,France
6901,30,34,Algeria
6902,39,12,Costa Rica
6903,16,26,Argentina
6904,90,9,France
6905,96,9,Egypt
6906,18,3,Antigua
6907,14,2,Antigua
6908,10,31,Ecuador
6909,83,44,Albania
6910,93,33,Albania
6911,33,38,Angola
6912,64,6,Japan
6913,69,45,Egypt
6914,83,42,Czech
6915,20,39,Albania
6916,52,21,Gambia
6917,47,50,Cuba
6918,41,6,Italy
6919,21,38,Albania
6920,43,16,East Timor
